ssndataquality,dobdataquality,firstentrydate,state,matchingpersonalid,isbcpp,isbcpes,istlp,ismgh,issop,whenupdateddate,cleandashage,cleandashrace,cleandashethnicity,cleandashgender
8,99,9/21/2015,il,140000475,1,,,,,20375,16,4,,1
8,99,1/11/2016,il,140000476,1,,,,,20487,18,4,,
8,99,1/26/2015,il,140000477,1,,,,,20563,999,999,999,999
8,99,9/21/2015,il,140000478,1,,,,,20397,15,4,,
8,99,5/15/2015,il,140000479,1,,,,,20563,999,999,999,999
1,1,8/13/2015,il,140000480,1,,,,,20315,16,4,,1
8,1,1/11/2016,il,140000481,1,,,,,20466,14,5,,
8,1,12/18/2015,il,140000482,1,,,,,20461,14,4,,
8,99,7/18/2014,il,140000483,1,,,,,20416,16,4,,1
8,99,9/6/2014,il,140000484,1,,,,,20416,16,2,,1
8,99,5/21/2015,il,140000485,1,,,,,20563,999,999,999,999
8,1,9/23/2015,il,140000486,1,,,,,20354,17,4,,1
8,1,3/21/2016,il,140000487,1,,,,,20541,14,4,,1
8,99,11/4/2014,il,140000488,1,,,,,20563,999,999,999,999
8,99,11/7/2014,il,140000489,1,,,,,20563,999,999,999,999
8,1,2/11/2016,il,140000490,1,,,,,20503,17,4,,
8,99,10/13/2015,il,140000491,1,,,,,20396,17,4,,1
8,1,1/11/2016,il,140000492,1,,,,,20487,16,4,1,
8,99,4/10/2015,il,140000495,1,,,,,20563,999,999,999,999
8,1,9/21/2015,il,140000496,1,,,,,20362,17,4,,
8,1,2/3/2016,il,140000497,1,,,,,20488,13,4,,1
8,99,11/14/2014,il,140000498,1,,,,,20563,999,999,999,999
8,1,9/25/2015,il,140000499,1,,,,,20367,15,4,,1
1,99,9/21/2015,il,140000500,1,,,,,20397,17,5,,1
1,1,9/23/2015,il,140000501,1,,,,,20367,16,4,,1
8,1,2/3/2016,il,140000502,1,,,,,20488,16,4,,1
8,1,9/28/2015,il,140000503,1,,,,,20367,15,4,,
8,1,9/23/2015,il,140000504,1,,,,,20367,16,4,,1
8,1,1/27/2016,il,140000505,1,,,,,20487,13,4,,
8,1,10/14/2015,il,140000506,1,,,,,20397,17,5,,1
8,99,4/20/2015,il,140000507,1,,,,,20563,999,999,999,999
8,99,5/20/2015,il,140000508,1,,,,,20563,999,999,999,999
8,99,6/12/2014,il,140000509,1,,,,,20416,16,4,,
8,99,5/29/2015,il,140000510,1,,,,,20563,999,999,999,999
8,1,9/23/2015,il,140000511,1,,,,,20367,16,4,,1
8,1,1/11/2016,il,140000512,1,,,,,20487,16,4,,
8,99,5/20/2015,il,140000513,1,,,,,20563,999,999,999,999
99,99,12/5/2014,il,140000514,1,,,,,20219,16,4,,1
8,99,12/31/2014,il,140000515,1,,,,,20563,999,999,999,999
8,99,10/12/2014,il,140000517,1,,,,,20563,999,999,999,999
8,99,4/27/2015,il,140000518,1,,,,,20563,999,999,999,999
8,99,1/11/2016,il,140000519,1,,,,,20487,16,4,,
8,99,4/7/2015,il,140000520,1,,,,,20563,999,999,999,999
8,99,6/9/2015,il,140000521,1,,,,,20270,16,4,,1
8,1,12/3/2015,il,140000522,1,,,,,20439,11,4,,1
8,99,6/27/2014,il,140000523,1,,,,,20563,999,999,999,999
8,99,12/7/2015,il,140000524,1,,,,,20464,17,4,,1
8,99,2/17/2016,il,140000525,1,,,,,20564,999,999,999,999
1,99,7/16/2015,il,140000526,1,,,,,20304,16,4,,1
8,99,4/14/2015,il,140000527,1,,,,,20563,999,999,999,999
8,1,9/23/2015,il,140000528,1,,,,,20367,16,4,,1
8,99,10/15/2014,il,140000529,1,,,,,20563,999,999,999,999
8,1,7/13/2015,il,140000530,1,,,,,20283,11,2,,1
8,1,12/29/2015,il,140000531,1,,,,,20464,15,4,,
8,1,9/23/2015,il,140000532,1,,,,,20367,16,4,,
8,99,12/1/2014,il,140000533,1,,,,,20563,999,999,999,999
8,99,4/7/2015,il,140000534,1,,,,,20563,999,999,999,999
1,99,5/30/2015,il,140000535,1,,,,,20261,15,4,,1
8,99,1/11/2016,il,140000536,1,,,,,20487,16,4,,1
8,99,11/8/2014,il,140000537,1,,,,,20563,999,999,999,999
8,99,3/8/2015,il,140000538,1,,,,,20563,999,999,999,999
8,99,10/21/2015,il,140000539,1,,,,,20397,14,4,,
8,1,9/21/2015,il,140000540,1,,,,,20367,16,2,,1
8,1,9/30/2015,il,140000541,1,,,,,20366,16,2,,
8,99,2/11/2015,il,140000542,1,,,,,20563,999,999,999,999
8,1,9/21/2015,il,140000543,1,,,,,20367,16,4,,1
8,99,4/20/2015,il,140000544,1,,,,,20563,999,999,999,999
8,99,1/17/2015,il,140000545,1,,,,,20563,999,999,999,999
2,99,7/15/2015,mi,140000547,,,1,,,20572,999,999,999,999
2,1,7/8/2015,mi,140000563,,,1,,,20276,20,2,,1
2,1,12/21/2015,mi,140000576,,,1,,,20403,19,2,,1
1,1,12/15/2014,mi,140000586,,,1,,,20186,19,4,,
2,1,10/12/2015,mi,140000617,,,1,,,20501,19,4,,1
1,99,12/16/2015,mi,140000627,,,1,,,20572,999,999,999,999
2,1,8/17/2015,mi,140000629,,,1,,,20369,18,2,,1
2,99,2/19/2015,mi,140000640,,,1,,,20306,18,4,,
2,1,10/26/2015,mi,140000646,,,1,,,20374,17,4,,
2,1,2/10/2016,mi,140000649,,,1,,,20489,18,2,,1
8,1,2/11/2016,mi,140000662,,,1,,,20454,17,4,,
2,1,8/12/2015,mi,140000663,,,1,,,20312,19,2,,
8,1,3/5/2016,mi,140000679,,,1,,,20430,16,2,,1
2,1,10/27/2015,mi,140000683,,,1,,,20479,17,4,,3
1,99,2/16/2014,mi,140000689,,,1,,,20291,17,2,,
2,1,8/14/2015,mi,140000695,,,1,,,20305,17,2,,1
1,99,10/8/2015,mi,140000701,,,1,,,20550,999,999,999,999
1,1,12/22/2014,mi,140000702,,,1,,,20024,18,5,,
2,1,7/6/2015,mi,140000704,,,1,,,20296,11,,,
2,99,2/18/2015,mi,140000705,,,1,,,20247,16,4,,1
2,1,7/3/2015,mi,140000706,,,1,,,20296,17,,,
8,99,10/1/2014,mi,140000709,,,1,,,20348,11,4,,
2,99,4/9/2015,mi,140000710,,,1,,,20306,17,4,1,
2,1,5/12/2014,mi,140000711,,,1,,,20010,18,2,,1
2,1,3/23/2015,mi,140000712,,,1,,,20123,18,4,,1
2,1,12/30/2014,mi,140000714,,,1,,,20129,16,2,,1
2,99,7/11/2014,mi,140000715,,,1,,,20214,17,2,,
2,1,10/6/2014,mi,140000716,,,1,,,20111,17,2,,
2,1,5/26/2015,mi,140000718,,,1,,,20223,17,4,,
2,1,10/1/2014,mi,140000720,,,1,,,20004,20,4,,1
2,1,9/29/2014,mi,140000723,,,1,,,19999,19,4,,1
2,99,3/16/2015,mi,140000724,,,1,,,20263,18,2,,1
1,1,8/15/2015,mi,140000725,,,1,,,20305,16,4,,
8,1,12/8/2014,mi,140000726,,,1,,,20077,11,2,,1
1,99,12/8/2014,mi,140000731,,,1,,,20125,18,5,1,1
8,99,3/14/2016,mi,140000735,,1,,,,20559,999,999,999,999
8,99,5/28/2015,mi,140000736,,1,,,,20425,17,4,999,
9,99,1/15/2016,mi,140000738,,1,,,,20558,999,999,999,999
8,99,11/2/2015,mi,140000739,,1,,,,20558,999,999,999,999
8,99,5/6/2015,mi,140000740,,1,,,,20425,13,4,,
8,99,6/10/2015,mi,140000742,,1,,,,20425,15,4,,1
2,99,2/15/2016,mi,140000743,,1,,,,20551,999,999,999,999
8,99,5/15/2015,mi,140000746,,1,,,,20425,13,4,,
8,99,5/17/2015,mi,140000747,,1,,,,20425,17,2,,1
8,99,7/13/2015,mi,140000748,,1,,,,20425,16,4,,
8,99,9/8/2015,mi,140000749,,1,,,,20425,17,,,1
8,99,9/11/2015,mi,140000750,,1,,,,20425,999,4,999,999
8,99,7/21/2015,mi,140000752,,1,,,,20425,16,4,,1
8,99,2/19/2015,mi,140000754,,1,,,,20569,999,999,999,999
8,99,3/10/2015,mi,140000755,,1,,,,20566,999,999,999,999
8,99,5/12/2015,mi,140000756,,1,,,,20425,12,4,,
8,99,10/28/2014,mi,140000757,,1,,,,20566,999,999,999,999
8,99,1/26/2015,mi,140000758,,1,,,,20569,999,999,999,999
8,99,7/18/2015,mi,140000759,,1,,,,20425,15,4,1,
8,99,11/11/2014,mi,140000760,,1,,,,20566,999,999,999,999
9,99,1/8/2016,mi,140000761,,1,,,,20466,15,,,
9,1,3/12/2015,mi,140000762,,1,,,,20359,16,4,,1
8,99,5/11/2015,mi,140000764,,1,,,,20425,17,4,,1
8,99,12/30/2015,mi,140000765,,1,,,,20558,999,999,999,999
8,99,12/1/2015,mi,140000767,,1,,,,20558,999,999,999,999
8,99,7/9/2015,mi,140000768,,1,,,,20425,14,4,,
8,99,11/12/2015,mi,140000769,,1,,,,20424,15,4,,
8,99,6/6/2015,mi,140000770,,1,,,,20425,16,4,,1
8,99,12/10/2015,mi,140000771,,1,,,,20558,999,999,999,999
8,99,2/5/2015,mi,140000773,,1,,,,20569,999,999,999,999
8,99,12/29/2015,mi,140000774,,1,,,,20558,999,999,999,999
8,99,11/30/2015,mi,140000776,,1,,,,20569,999,999,999,999
8,99,1/19/2015,mi,140000777,,1,,,,20566,999,999,999,999
8,99,6/14/2015,mi,140000778,,1,,,,20425,17,4,,1
8,99,4/29/2015,mi,140000779,,1,,,,20569,999,999,999,999
8,99,6/20/2015,mi,140000780,,1,,,,20569,999,999,999,999
8,99,6/27/2015,mi,140000781,,1,,,,20425,13,4,,
8,99,8/24/2015,mi,140000782,,1,,,,20425,17,2,,
1,99,3/20/2016,mi,140000783,,1,,,,20559,999,999,999,999
8,99,2/1/2016,mi,140000784,,1,,,,20566,999,999,999,999
1,99,2/10/2016,mi,140000785,,1,,,,20558,999,999,999,999
8,99,9/30/2014,mi,140000786,,1,,,,20566,999,999,999,999
9,99,3/7/2016,wi,140000850,1,,,,,20563,999,999,999,999
8,99,11/13/2014,wi,140000851,1,,,,,20296,17,4,,1
8,99,11/13/2014,wi,140000852,1,,,,,20296,17,4,,1
9,99,11/25/2014,wi,140000853,1,,,,,20418,14,4,,
9,1,10/27/2015,wi,140000854,1,,,,,20461,12,2,,
9,1,11/5/2015,wi,140000855,1,,,,,20500,12,4,,1
9,1,10/22/2015,wi,140000856,1,,,,,20515,11,4,,1
9,99,2/5/2015,wi,140000857,1,,,,,20424,11,4,,
8,99,11/6/2014,wi,140000858,1,,,,,20269,15,4,,1
9,1,10/2/2015,wi,140000859,1,,,,,20458,11,4,,
1,1,9/14/2015,wi,140000860,1,,,,,20223,14,2,,
9,99,1/26/2015,wi,140000861,1,,,,,20418,15,4,,
8,1,2/26/2015,wi,140000862,1,,,,,20181,11,4,,1
9,99,3/10/2015,wi,140000863,1,,,,,20418,16,4,,
9,1,10/14/2015,wi,140000864,1,,,,,20388,11,2,,1
9,99,9/25/2014,wi,140000865,1,,,,,20418,15,4,,
1,99,10/7/2014,wi,140000866,1,,,,,20417,11,4,,
9,99,9/30/2014,wi,140000867,1,,,,,20418,14,5,,1
9,99,2/4/2016,wi,140000868,1,,,,,20570,999,999,999,999
9,99,11/24/2014,wi,140000869,1,,,,,20418,18,4,,1
8,99,10/29/2014,wi,140000870,1,,,,,20269,13,4,,1
9,1,10/27/2015,wi,140000871,1,,,,,20461,11,4,,
8,1,1/14/2015,wi,140000872,1,,,,,20284,12,4,,
9,99,1/7/2016,wi,140000873,1,,,,,20563,999,999,999,999
9,99,10/14/2014,wi,140000874,1,,,,,20418,11,4,,
9,99,12/2/2014,wi,140000875,1,,,,,20418,15,4,,
1,1,11/13/2014,wi,140000876,1,,,,1,20125,15,2,,
8,99,3/5/2015,wi,140000877,1,,,,,20296,18,4,,1
9,99,10/2/2014,wi,140000878,1,,,,,20418,11,4,,
9,99,10/9/2014,wi,140000879,1,,,,,20418,11,4,,
9,1,10/8/2014,wi,140000880,1,,,,,20418,15,4,,
1,99,10/13/2015,wi,140000881,1,,,,,20563,999,999,999,999
8,1,6/5/2015,wi,140000882,1,,,,,20293,13,4,,
9,1,10/2/2015,wi,140000883,1,,,,,20458,11,4,,1
9,99,11/18/2014,wi,140000884,1,,,,,20418,16,4,,
9,99,2/11/2015,wi,140000885,1,,,,,20418,16,4,,1
8,99,10/8/2014,wi,140000886,1,,,,,20269,11,4,,
9,99,10/28/2014,wi,140000887,1,,,,,20418,14,4,,1
9,1,12/10/2015,wi,140000888,1,,,,,20461,14,4,,
1,99,10/27/2015,wi,140000889,1,,,,,20563,999,999,999,999
8,99,1/9/2015,wi,140000890,1,,,,,20284,16,4,,1
8,99,11/13/2014,wi,140000891,1,,,,,20296,17,4,,
1,1,11/6/2014,wi,140000892,1,,,,,20417,11,4,,
8,99,10/8/2014,wi,140000893,1,,,,,20269,11,4,,
8,99,11/18/2014,wi,140000894,1,,,,,20424,17,4,,1
8,1,3/9/2015,wi,140000895,1,,,,,20186,15,2,,1
8,1,11/17/2015,wi,140000896,1,,,,1,20296,18,4,,
9,1,12/22/2014,wi,140000897,1,,,,,20418,11,4,,1
9,99,5/12/2015,wi,140000898,1,,,,,20417,11,4,,1
9,1,9/17/2015,wi,140000899,1,,,,,20409,15,4,,
9,99,2/3/2015,wi,140000900,1,,,,,20418,12,4,,
9,99,10/22/2015,wi,140000901,1,,,,1,20461,12,2,,
8,99,3/26/2015,wi,140000902,1,,,,,20250,12,4,,1
8,99,12/11/2014,wi,140000903,1,,,,,20296,17,4,,1
8,99,10/2/2015,wi,140000904,1,,,,,20570,999,999,999,999
9,99,1/29/2015,wi,140000905,1,,,,,20418,16,4,,
9,1,10/14/2015,wi,140000906,1,,,,,20388,11,4,1,1
9,1,10/6/2015,wi,140000907,1,,,,,20458,11,4,,
8,99,4/30/2015,wi,140000908,1,,,,1,20296,17,4,1,1
9,99,3/9/2016,wi,140000909,1,,,,1,20556,999,999,999,999
9,99,11/13/2014,wi,140000910,1,,,,,20418,11,4,,
9,99,1/15/2015,wi,140000911,1,,,,,20418,11,4,,
9,99,12/9/2015,wi,140000912,1,,,,,20559,999,999,999,999
9,1,1/6/2016,wi,140000913,1,,,,1,20461,13,4,1,
9,99,9/18/2014,wi,140000914,1,,,,,20558,999,999,999,999
2,99,11/25/2014,wi,140000915,1,,,,,20417,16,4,,
9,99,10/9/2014,wi,140000916,1,,,,,20418,12,4,,1
9,99,1/15/2015,wi,140000917,1,,,,,20417,11,4,1,1
9,99,12/9/2014,wi,140000918,1,,,,,20418,15,4,,1
8,1,11/6/2014,wi,140000919,1,,,,,20461,14,4,,
1,99,3/24/2015,wi,140000920,1,,,,,20418,14,4,,
9,1,11/5/2014,wi,140000921,1,,,,,20461,13,4,,
8,1,2/5/2015,wi,140000922,1,,,,,20181,11,4,,1
8,99,6/5/2015,wi,140000923,1,,,,,20293,11,4,,1
9,99,10/2/2014,wi,140000924,1,,,,,20418,12,4,,1
1,99,12/9/2014,wi,140000925,1,,,,,20161,14,4,1,
1,99,9/24/2014,wi,140000926,1,,,,,20417,13,4,,1
9,99,11/11/2014,wi,140000927,1,,,,,20418,11,4,,1
9,99,3/12/2015,wi,140000928,1,,,,,20418,13,4,,
8,99,10/7/2014,wi,140000929,1,,,,,20201,14,4,,
9,99,9/30/2014,wi,140000930,1,,,,,20418,15,4,,1
9,99,12/9/2014,wi,140000931,1,,,,,20418,11,4,1,
9,99,11/19/2014,wi,140000932,1,,,,,20418,16,4,,1
9,99,3/5/2015,wi,140000933,1,,,,,20418,13,4,,
9,99,10/22/2014,wi,140000934,1,,,,,20418,11,4,,
9,1,1/28/2016,wi,140000935,1,,,,,20514,13,5,,
8,99,2/5/2015,wi,140000936,1,,,,,20293,13,4,,
1,99,2/2/2016,wi,140000937,1,,,,,20570,999,999,999,999
1,1,10/23/2014,wi,140000938,1,,,,,20161,12,5,,1
9,99,12/1/2014,wi,140000939,1,,,,,20418,14,2,,
9,99,9/25/2014,wi,140000940,1,,,,,20418,11,4,,1
1,99,11/5/2015,wi,140000941,1,,,,,20563,999,999,999,999
9,99,1/28/2016,wi,140000942,1,,,,,20514,13,4,,
9,99,2/3/2015,wi,140000943,1,,,,1,20557,999,999,999,999
9,99,3/23/2016,wi,140000944,1,,,,,20572,999,999,999,999
9,1,10/27/2015,wi,140000945,1,,,,,20515,14,4,,
9,1,9/30/2014,wi,140000946,1,,,,,20418,14,4,,1
1,99,3/17/2015,wi,140000947,1,,,,,20417,11,4,,1
9,99,1/22/2015,wi,140000948,1,,,,,20418,11,4,,
9,99,10/27/2015,wi,140000949,1,,,,,20474,11,4,,
9,99,9/24/2015,wi,140000950,1,,,,,20474,13,4,,1
8,99,9/9/2013,wi,140000951,1,,,,,20236,17,4,,
9,99,1/27/2015,wi,140000952,1,,,,,20418,11,4,,1
9,1,1/7/2016,wi,140000953,1,,,,,20487,11,2,,
8,99,6/4/2015,wi,140000954,1,,,,,20424,12,4,,1
1,99,10/14/2014,wi,140000955,1,,,,,20417,14,5,,
9,1,10/7/2014,wi,140000956,1,,,,,20418,16,4,,
9,1,10/29/2015,wi,140000957,1,,,,,20487,11,4,,1
9,99,11/19/2014,wi,140000958,1,,,,,20418,13,4,,1
8,99,2/26/2014,wi,140000959,1,,,,,20269,11,4,,1
9,99,2/5/2015,wi,140000960,1,,,,,20418,11,4,,
8,1,3/9/2015,wi,140000961,1,,,,,20159,17,4,,
9,99,2/9/2015,wi,140000962,1,,,,,20418,17,4,,
9,99,11/6/2014,wi,140000963,1,,,,,20418,11,4,,1
9,1,10/14/2015,wi,140000964,1,,,,,20388,11,2,,1
9,99,2/2/2015,wi,140000965,1,,,,,20418,13,4,,
8,1,10/14/2015,wi,140000966,1,,,,,20408,12,4,1,1
9,99,10/16/2014,wi,140000967,1,,,,,20418,13,4,,1
9,1,12/21/2015,wi,140000968,1,,,,,20473,11,4,,
9,99,10/22/2015,wi,140000969,1,,,,,20461,11,4,,1
8,99,3/5/2015,wi,140000970,1,,,,,20297,17,4,,1
9,99,2/3/2016,wi,140000971,1,,,,,20572,999,999,999,999
9,1,2/9/2015,wi,140000972,1,,,,,20418,15,4,1,
9,99,11/16/2015,wi,140000973,1,,,,,20489,13,4,,
9,99,10/22/2014,wi,140000974,1,,,,,20418,11,4,,1
9,1,9/10/2015,wi,140000975,1,,,,,20388,14,4,,
9,1,11/23/2015,wi,140000976,1,,,,,20475,16,4,,1
9,99,10/9/2014,wi,140000977,1,,,,,20418,20,4,,
9,1,9/23/2014,wi,140000978,1,,,,,20418,15,4,,1
9,99,12/1/2014,wi,140000979,1,,,,,20418,12,5,,1
9,99,10/23/2014,wi,140000980,1,,,,,20418,17,4,1,1
8,99,11/13/2014,wi,140000981,1,,,,,20424,14,4,,1
9,99,9/23/2014,wi,140000982,1,,,,,20418,11,4,,
8,99,1/15/2015,wi,140000983,1,,,,,20186,12,4,,
9,99,10/1/2014,wi,140000984,1,,,,,20418,13,4,1,1
8,99,11/6/2014,wi,140000985,1,,,,,20270,17,4,,1
1,99,12/11/2014,wi,140000986,1,,,,1,20424,16,4,,1
9,99,10/21/2015,wi,140000987,1,,,,,20559,999,999,999,999
9,99,12/1/2014,wi,140000988,1,,,,,20418,13,4,,
9,99,11/11/2014,wi,140000989,1,,,,,20418,11,4,,1
8,1,3/2/2016,wi,140000990,1,,,,,20516,11,4,,
9,99,10/7/2015,wi,140000991,1,,,,,20515,12,4,,
1,99,11/5/2015,wi,140000992,1,,,,,20563,999,999,999,999
8,1,1/26/2015,wi,140000993,1,,,,,20214,16,4,,1
1,99,11/2/2015,wi,140000994,1,,,,,20563,999,999,999,999
9,1,10/7/2015,wi,140000995,1,,,,,20461,13,5,,
9,99,10/14/2015,wi,140000996,1,,,,,20475,13,4,,1
9,99,2/9/2015,wi,140000997,1,,,,,20417,17,4,1,
9,99,2/2/2016,wi,140000998,1,,,,,20570,999,999,999,999
9,99,10/16/2014,wi,140000999,1,,,,,20418,17,4,,
9,99,1/29/2015,wi,140001000,1,,,,,20461,12,5,,1
8,1,11/6/2014,wi,140001001,1,,,,,20292,16,4,,1
9,99,11/11/2014,wi,140001002,1,,,,,20418,15,4,,
9,1,2/18/2016,wi,140001003,1,,,,,20544,15,4,,1
9,1,10/26/2015,wi,140001004,1,,,,,20388,15,4,,1
9,99,1/26/2015,wi,140001005,1,,,,,20418,14,4,,
9,99,2/4/2015,wi,140001006,1,,,,,20418,14,4,,
9,1,11/2/2015,wi,140001007,1,,,,,20461,11,4,,
9,99,12/9/2015,wi,140001008,1,,,,,20559,999,999,999,999
1,99,10/27/2015,wi,140001009,1,,,,,20563,999,999,999,999
9,1,10/21/2014,wi,140001010,1,,,,,20418,17,4,,1
9,1,11/14/2015,wi,140001011,1,,,,,20457,11,4,,1
9,99,3/14/2016,wi,140001012,1,,,,,20558,999,999,999,999
9,99,11/5/2015,wi,140001013,1,,,,,20487,11,4,,1
9,1,10/6/2015,wi,140001014,1,,,,,20489,17,4,,
9,1,10/14/2015,wi,140001015,1,,,,,20475,12,4,,1
9,1,10/21/2015,wi,140001016,1,,,,1,20475,14,4,,
1,99,9/21/2015,wi,140001017,1,,,,,20417,15,4,,
1,1,12/4/2014,wi,140001019,1,,,,,20500,16,4,,1
9,1,10/22/2015,wi,140001020,1,,,,,20388,15,4,,
1,1,9/17/2015,wi,140001021,1,,,,,20417,17,5,,
9,1,10/16/2014,wi,140001022,1,,,,,20418,15,4,,
9,99,1/27/2015,wi,140001023,1,,,,,20418,11,2,,
9,99,12/4/2014,wi,140001024,1,,,,,20418,15,,,1
9,99,12/11/2014,wi,140001025,1,,,,,20418,13,4,,
8,1,9/15/2015,wi,140001026,1,,,,,20348,17,4,,1
9,99,10/10/2014,wi,140001027,1,,,,,20558,999,999,999,999
9,99,10/2/2014,wi,140001028,1,,,,,20418,13,4,,
1,99,11/18/2014,wi,140001029,1,,,,,20417,16,4,,
8,99,3/19/2015,wi,140001030,1,,,,,20296,17,4,,1
9,1,9/18/2014,wi,140001031,1,,,,,20418,11,4,,
8,1,9/25/2014,wi,140001032,1,,,,,20186,12,5,1,
8,1,2/23/2015,wi,140001033,1,,,,,20186,17,4,,
8,1,1/6/2015,wi,140001034,1,,,,,20187,16,4,,
8,99,2/5/2015,wi,140001035,1,,,,,20293,17,4,,
8,99,4/20/2015,wi,140001036,1,,,,,20424,14,4,1,1
8,99,1/14/2015,wi,140001037,1,,,,,20269,11,4,,
9,99,10/23/2014,wi,140001038,1,,,,,20417,12,4,,1
9,99,10/21/2014,wi,140001039,1,,,,,20418,16,4,,1
8,1,4/14/2015,wi,140001040,1,,,,,20215,24,5,,
9,1,10/2/2015,wi,140001041,1,,,,,20458,11,4,,1
9,1,12/3/2014,wi,140001042,1,,,,,20417,11,4,1,1
9,99,9/22/2014,wi,140001043,1,,,,,20418,14,4,,
8,1,2/23/2015,wi,140001044,1,,,,,20174,12,4,,1
9,1,9/10/2015,wi,140001045,1,,,,,20402,15,4,1,
9,99,10/14/2014,wi,140001046,1,,,,,20418,11,4,,
8,1,12/2/2015,wi,140001047,1,,,,,20143,12,4,,
9,99,10/14/2015,wi,140001048,1,,,,,20408,14,4,1,1
9,99,9/23/2014,wi,140001049,1,,,,,20418,16,4,1,
9,1,11/4/2015,wi,140001050,1,,,,,20475,12,4,,
9,99,4/7/2015,wi,140001051,1,,,,,20418,14,4,,1
9,99,10/9/2015,wi,140001052,1,,,,,20461,14,4,,
8,1,1/28/2015,wi,140001053,1,,,,,20461,17,4,,
9,1,10/22/2015,wi,140001054,1,,,,,20515,12,4,,
9,1,10/6/2015,wi,140001055,1,,,,,20388,17,4,,
9,99,9/16/2014,wi,140001056,1,,,,,20418,11,4,1,
9,1,2/23/2016,wi,140001057,1,,,,,20531,13,5,1,1
9,1,9/17/2015,wi,140001058,1,,,,,20475,15,999,999,1
1,99,11/24/2014,wi,140001059,1,,,,,20422,15,2,,
9,99,2/3/2015,wi,140001060,1,,,,,20418,16,4,,
9,99,10/28/2014,wi,140001061,1,,,,,20418,11,4,,1
9,99,1/19/2015,wi,140001062,1,,,,,20417,11,2,,
9,99,12/1/2014,wi,140001063,1,,,,,20418,13,4,,1
9,1,3/9/2016,wi,140001064,1,,,,1,20402,12,4,,
9,99,9/17/2015,wi,140001065,1,,,,,20402,16,4,,1
8,99,9/30/2014,wi,140001066,1,,,,,20292,12,4,,
8,1,10/14/2015,wi,140001067,1,,,,,20143,13,4,1,
9,99,3/18/2015,wi,140001068,1,,,,,20417,14,2,1,1
8,99,11/13/2014,wi,140001069,1,,,,,20296,17,4,1,1
9,99,3/17/2016,wi,140001070,1,,,,,20558,999,999,999,999
8,1,10/7/2014,wi,140001071,1,,,,,20186,14,4,,1
9,1,10/16/2014,wi,140001072,1,,,,,20418,11,2,,1
8,1,9/17/2015,wi,140001073,1,,,,,20370,14,4,,
9,99,10/16/2014,wi,140001074,1,,,,,20418,16,4,1,1
9,99,10/16/2014,wi,140001075,1,,,,,20418,11,4,,
9,99,9/25/2014,wi,140001076,1,,,,,20418,14,4,,
9,99,10/7/2014,wi,140001077,1,,,,,20418,16,4,,
9,1,11/17/2015,wi,140001078,1,,,,,20473,15,4,,
9,99,10/8/2014,wi,140001079,1,,,,,20418,12,4,,1
9,99,3/10/2016,wi,140001080,1,,,,,20558,999,999,999,999
9,99,10/14/2014,wi,140001081,1,,,,,20418,15,4,,
9,99,3/17/2015,wi,140001082,1,,,,,20418,15,4,,
1,1,9/25/2014,wi,140001083,1,,,,,20417,13,4,,
9,99,2/2/2015,wi,140001084,1,,,,,20418,17,4,,
1,99,8/20/2015,wi,140001085,1,,,,,20361,17,4,,1
9,99,9/17/2015,wi,140001086,1,,,,,20474,12,4,,
8,99,2/26/2014,wi,140001087,1,,,,,20269,11,4,,1
9,1,11/2/2015,wi,140001088,1,,,,,20489,12,4,,
9,1,1/11/2016,wi,140001089,1,,,,,20514,15,4,,
8,99,1/28/2015,wi,140001090,1,,,,,20292,16,4,,
8,99,11/6/2014,wi,140001091,1,,,,,20293,16,4,1,1
9,1,10/27/2015,wi,140001092,1,,,,,20473,17,5,,
9,99,1/20/2016,wi,140001093,1,,,,,20572,999,999,999,999
9,1,10/14/2014,wi,140001094,1,,,,,20418,16,4,,1
8,1,4/16/2015,wi,140001095,1,,,,,20241,13,4,,1
9,1,11/5/2015,wi,140001096,1,,,,,20487,11,4,,
1,99,12/1/2014,wi,140001097,1,,,,,20424,13,4,,
8,1,9/21/2015,wi,140001098,1,,,,,20370,16,4,,
8,99,4/30/2015,wi,140001099,1,,,,1,20296,17,4,1,1
9,99,10/14/2014,wi,140001100,1,,,,,20418,11,4,,
9,1,10/6/2015,wi,140001101,1,,,,,20461,11,4,,1
9,1,10/6/2015,wi,140001102,1,,,,,20458,11,4,,1
9,1,12/21/2015,wi,140001103,1,,,,,20515,14,5,,
9,99,11/13/2014,wi,140001104,1,,,,,20418,11,4,,1
9,99,10/23/2014,wi,140001105,1,,,,,20418,17,4,,1
1,99,2/12/2015,wi,140001106,1,,,,,20417,13,4,,
8,99,11/13/2014,wi,140001107,1,,,,,20296,16,4,,
9,99,12/1/2015,wi,140001108,1,,,,,20515,16,2,1,
9,99,10/16/2014,wi,140001109,1,,,,,20418,11,4,,1
9,99,2/25/2016,wi,140001110,1,,,,,20574,999,999,999,999
9,99,10/6/2015,wi,140001111,1,,,,,20559,999,999,999,999
9,1,11/2/2015,wi,140001112,1,,,,,20489,13,4,,
9,99,10/22/2015,wi,140001113,1,,,,1,20467,11,5,,
9,1,10/1/2014,wi,140001114,1,,,,,20461,12,4,,1
9,99,2/3/2016,wi,140001115,1,,,,,20572,999,999,999,999
9,99,10/7/2014,wi,140001116,1,,,,,20418,16,4,,1
9,99,10/22/2015,wi,140001117,1,,,,,20563,999,999,999,999
