,ssndataquality,dobdataquality,firstentrydate,state,matchingpersonalid,isbcpp,isbcpes,istlp,ismgh,issop,whenupdateddate,cleandashage,cleandashrace,cleandashethnicity,cleandashgender
31974,8,99,11/10/2015,or,280003535,1.0,,,,1.0,20566,999,999.0,999.0,999.0
31975,8,99,2/9/2016,or,280003536,1.0,1.0,,,1.0,20565,999,999.0,999.0,999.0
31976,8,2,4/14/2015,or,280003537,1.0,,,,1.0,20216,15,4.0,,1.0
31978,9,99,2/24/2016,or,280003539,1.0,,,,1.0,20569,999,999.0,999.0,999.0
31984,9,99,2/19/2016,or,280003545,1.0,1.0,,,1.0,20566,999,999.0,999.0,999.0
31987,8,2,10/14/2014,or,280003548,1.0,,,,1.0,20213,14,4.0,,1.0
32005,9,99,3/12/2016,or,280003566,1.0,,,,1.0,20569,999,999.0,999.0,999.0
32006,8,1,2/4/2015,or,280003567,1.0,,,,1.0,20216,13,999.0,1.0,
32011,8,99,2/24/2016,or,280003572,1.0,,,,1.0,20569,999,999.0,999.0,999.0
32012,8,99,11/16/2015,or,280003573,1.0,,,,1.0,20566,999,999.0,999.0,999.0
32014,8,99,7/8/2015,or,280003575,1.0,,,,1.0,20579,999,999.0,999.0,999.0
32015,8,99,8/5/2015,or,280003576,1.0,,,,1.0,20566,999,999.0,999.0,999.0
32022,8,99,1/29/2016,or,280003585,1.0,,,,1.0,20569,999,999.0,999.0,999.0
32055,9,99,2/27/2016,or,280003618,1.0,1.0,,,1.0,20566,999,999.0,999.0,999.0
32346,1,1,9/30/2014,ct,290001131,,1.0,1.0,,,20424,17,4.0,1.0,1.0
32534,1,99,11/6/2014,ct,290001924,,,1.0,,1.0,20419,18,2.0,,
32561,1,1,9/15/2014,ct,290001951,,,1.0,,1.0,20389,20,2.0,,1.0
32563,1,1,3/11/2015,ct,290001953,,,1.0,,1.0,20419,21,2.0,,
32578,1,99,7/7/2014,ct,290001969,,,1.0,,1.0,20394,18,4.0,1.0,1.0
32594,1,99,4/19/2013,ct,290001985,,,1.0,,1.0,20568,20,2.0,,1.0
